Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
High income,25102.876959999998,24717.11664,25605.89658,28529.97621,31558.432660000002,33172.20055,34797.80678,37807.871060000005,39888.60952,37123.94591,38650.14499,41536.18271,41343.83883,41628.48055,42293.54451,39730.91955,40332.26339,41971.23735,44351.03906,44540.394089999994
"Hong Kong SAR, China",25756.663780000003,25230.216330000003,24665.89,23977.01945,24928.10037,26649.7508,28224.215060000002,30594.017839999997,31515.66277,30697.34038,32549.99823,35142.48793,36730.8767,38403.77771,40315.285560000004,42431.88828,43731.10682,46165.856510000005,48542.88733,48755.835080000004
Honduras,1080.462129,1120.5522119999998,1122.063942,1145.497561,1204.476619,1296.695959,1420.136121,1572.065504,1727.8277010000002,1789.7066510000002,1904.3464649999999,2088.3153,2144.342611,2102.593166,2206.051934,2302.201379,2342.584651,2453.727896,2505.7767519999998,2574.912191
Heavily indebted poor countries (HIPC),351.6044066,326.6373588,341.6989738,378.2688913,422.8004334,467.81168550000007,541.2781946,629.2276632999999,739.0828424,728.302897,779.1447554,840.1037469,862.6179162999999,937.5807607999999,962.9292205,927.4845955,897.4932554,929.4107113,955.5189072999999,947.0612336000002
Croatia,4849.534223,5391.091590999999,6233.053682,8060.257162000001,9662.775968,10530.21991,11703.33789,13962.847569999998,16309.43901,14555.99645,13923.62858,14566.638469999998,13238.101929999999,13642.193659999999,13600.19439,11782.89908,12360.48382,13412.33829,14920.191380000002,14853.23984
Haiti,467.14755880000007,417.762646,396.6338208,332.6147785,391.03461569999996,468.75726960000003,508.96880660000005,619.8127742,678.8447898,672.0369979,665.6274195,744.2174267999999,769.749381,815.8200152000001,831.8739489,815.7282844,735.3017702999999,765.7272943,868.3420248,754.5879177
Hungary,4624.281657,5276.033189,6655.333009,8421.103313,10285.79363,11200.57695,11475.822709999999,13918.96019,15753.473280000002,13046.48101,13113.525959999999,14150.966730000002,12918.24752,13687.2461,14246.1098,12651.56834,12992.37567,14457.60876,16150.77276,16475.741840000002
IBRD only,1457.24254,1462.115965,1469.080452,1636.092968,1926.081069,2279.136511,2675.424485,3292.3317899999997,3914.321957,3759.6624810000003,4520.586656,5287.113108,5566.795982,5823.532083,5965.913145,5581.205514,5571.601027000001,6091.709777,6451.685682,6564.920147
IDA & IBRD total,1239.248535,1237.697866,1245.447989,1382.979187,1621.566275,1909.0494399999998,2236.821762,2732.60977,3238.502622,3103.944674,3707.50905,4311.53819,4528.972274000001,4736.528497,4851.424618,4537.976928,4503.145178,4885.474243,5153.202106000001,5227.759059
IDA total,435.33095729999997,420.3350858,442.0052078,485.32312029999997,555.4695746,629.8195775,740.90076,847.9122545,992.9410116,954.1464839,1074.340129,1190.5070130000001,1250.498231,1347.4339300000001,1422.525515,1370.73525,1299.267674,1312.7258880000002,1359.6962330000001,1377.49082
IDA blend,572.5584673,558.0220051,601.9299139999999,660.2057649000001,786.0233961,917.1018339999999,1122.662298,1264.850917,1464.524963,1339.974593,1536.688862,1730.326711,1859.438279,1977.510202,2105.0417780000002,1957.863442,1771.7391280000002,1714.469866,1753.091302,1762.411154
Indonesia,780.190201,748.2576157000001,900.1775757000001,1065.648539,1150.261315,1263.287321,1589.801489,1860.002763,2166.854167,2261.2472239999997,3122.362815,3643.043936,3694.348946,3623.911582,3491.6247909999997,3331.6951280000003,3562.845756,3837.6517310000004,3893.846425,4135.569263
IDA only,364.2078687,348.9971805,359.15483789999996,394.84016610000003,436.39105199999995,481.58763099999993,544.0263959,632.767972,750.0322775000001,757.0900257999999,836.6672824,911.4168189999999,933.7731072,1019.86625,1066.54824,1066.1569439999998,1057.255824,1110.3557970000002,1162.750266,1185.8418589999999
Isle of Man,20322.94615,21352.21605,24864.43629,29520.0323,35492.43553,37761.03605,42106.80118,54194.986410000005,70994.40895,65031.33187,69766.52119,77351.95887999999,76104.68137,80431.6728,88974.22865,81606.28003,79155.54167,80989.17221,,
India,443.31419339999997,451.5730011,470.98678590000003,546.7266145,627.7742473,714.8610135,806.7532806,1028.334771,998.5223390000001,1101.96084,1357.563719,1458.103527,1443.8795289999998,1449.605912,1573.881492,1605.605434,1732.564262,1981.65105,2005.8630050000002,2104.1459
Not classified,,,,,,,,,,,,,,,,,,,,
Ireland,26241.36461,28227.72753,32541.0986,41106.92527,47631.01066,50878.22361,54306.42932,61359.74137999999,61262.10056,52105.152480000004,48715.17686,51848.90973,48917.897560000005,51590.18845,55492.982679999994,61995.42277999999,63197.082370000004,69822.34718,78621.22796,78660.95646
"Iran, Islamic Rep.",1670.00947,1909.412278,1911.6787920000002,2253.936132,2756.198742,3246.0510289999997,3774.3578409999996,4904.666252,5717.3144649999995,5709.94798,6599.660938,7781.406114,7927.846901999999,6018.324473,5585.526758,4904.326877,5253.424843,5520.310789,,
Iraq,,,,,1391.963489,1855.522004,2373.214785,3182.947982,4636.610978,3853.940935,4657.280425999999,6045.495551,6836.027313,7076.5546079999995,6818.804620999999,4989.803075,4776.726499,5205.2882549999995,5834.166211,5955.10901
Iceland,32018.063680000003,28793.96075,32326.638239999997,39423.92801,47367.27817,56658.592670000005,56673.602439999995,69054.27079,56409.7731,41333.41853,43024.92349,47516.87469,45910.02055,49522.23659,54241.93466,52564.429189999995,61466.80397000001,71310.93925,72968.70422999999,66944.82551
Israel,21043.574930000002,20306.932240000002,18435.89476,18979.32345,19896.817740000002,20566.64549,21837.37849,24924.33095,29567.80388,27715.636810000004,30693.593080000002,33669.24647,32511.23785,36309.46883,37678.88977,35776.79517,37321.624039999995,40541.862089999995,41719.725439999995,43641.39774
Italy,20087.59199,20483.21599,22270.144119999997,27465.6753,31259.7165,32043.140369999997,33501.65817,37822.665239999995,40778.34274,37079.758669999996,36000.52012,38599.062210000004,35053.52624,35549.9747,35518.41529,30230.2263,30939.71425,32406.72032,34520.08516,33189.5658
Jamaica,3384.694861,3431.416469,3599.973172,3469.1515649999997,3725.109093,4089.1984420000003,4321.043327,4633.944386,4917.718398,4316.231053,4704.0544549999995,5111.471413,5209.851931,4989.171391,4833.790318,4907.503720000001,4843.338474,5069.183838,5354.236859000001,5582.2637780000005
Jordan,1674.825261,1744.463602,1827.335753,1902.589902,2073.641321,2214.0178170000004,2548.268658,2773.7402420000003,3398.151722,3504.00246,3690.113268,3816.279258,3877.3393450000003,3998.0274729999996,4072.765475,4105.448961,4103.7336,4162.820686999999,4241.788782,4330.329346
Japan,38532.04088,33846.465639999995,32289.350539999996,34808.39092,37688.72234,37217.64873,35433.98896,35275.22843,39339.297569999995,40855.175639999994,44507.67639,48167.99727,48603.47665,40454.44746,38109.412110000005,34524.469860000005,38761.81815,38386.51115,39159.42356,40246.88013
Kazakhstan,1229.000958,1490.9270900000001,1658.030785,2068.124118,2874.288291,3771.278957,5291.57565,6771.414796999999,8513.564645,7165.223175,9070.488253,11634.0019,12386.7,13890.631769999998,12807.260690000001,10510.77189,7714.841844,9247.581331,9812.601405,9731.145207
Kenya,397.4826588,395.3295318,389.542711,429.7878437,451.6687159,511.6164222,685.9545322,825.6665975999999,902.0700257999999,905.1317861,951.6879610999999,971.6333289999999,1136.871406,1210.388014,1315.804535,1336.883349,1410.527568,1572.3354960000001,1707.986805,1816.546916
Kyrgyz Republic,279.6195693,308.40961160000006,321.7270332,380.50643239999994,433.2349766,476.55213,543.1107024,721.7686908,966.3936272,871.2243892999999,880.0377751,1123.883168,1177.974735,1282.437162,1279.769783,1121.082835,1120.6665130000001,1242.7696429999999,1308.140165,1309.392992
Cambodia,302.57716360000006,321.1503013,338.9872627,362.3357077,408.5138263,474.1112278,539.7501687000001,631.5248421,745.6091807,738.0547836000001,785.5022829,882.2754926000001,950.8803460000001,1013.420401,1093.496191,1162.90492,1269.591257,1385.25998,1512.12671,1643.1213890000001
Kiribati,796.8881748,735.0262947000001,826.9452801,1015.7241720000001,1131.140005,1214.556667,1168.448531,1374.452153,1428.120516,1311.999002,1516.811869,1735.0183579999998,1788.505421,1715.7653309999998,1642.7625970000001,1542.57525,1584.807446,1640.500104,1698.256286,1655.078839
St. Kitts and Nevis,9836.195568000001,10660.41173,11011.379579999999,10631.406990000001,11424.9729,12329.66101,13612.7678,14426.83212,15590.52879,15388.367240000001,15508.768109999999,16538.171440000002,16044.70548,16684.953019999997,18052.03596,18029.32554,18811.873369999998,19155.2894,19275.27726,19896.4957
"Korea, Rep.",12256.99357,11561.248370000001,13165.06574,14672.857469999999,16496.12009,19402.502630000003,21743.47745,24086.41044,21350.42798,19143.851609999998,23087.22564,25096.263880000002,25466.76052,27182.734310000003,29249.57522,28732.23108,29288.87044,31616.8434,33340.26515,31761.977689999996
Kuwait,18440.37852,16587.177669999997,17846.32606,22148.37815,27011.72765,35591.00578,42781.3665,45782.276560000006,55494.95099,37561.67267,38577.49828,48631.6913,51979.105169999995,49388.13741,44062.317039999994,29869.529389999996,27653.066769999998,29759.436489999996,33994.38192,32031.9801
Latin America & Caribbean (excluding high income),4224.621113,4066.226283,3567.8652,3583.514979,4069.502139,4884.0919030000005,5662.570882,6635.782074000001,7677.581129000001,7110.086051,8767.05888,9870.706096,9825.143454000001,9936.316767,10062.26923,8461.077390999999,8142.7700239999995,8990.524504,8583.068002,8368.446391
Lao PDR,325.1869982,326.94190760000004,320.06151789999996,362.8214135,417.92850419999996,475.6107135,590.6327074,710.344815,900.3236718,948.6539322999998,1140.599205,1378.361365,1581.395403,1825.6651129999998,1998.3352149999998,2134.711796,2308.800482,2423.846203,2542.486528,2534.898277
Lebanon,4491.637259,4422.387076,4579.459593,4576.390746,4630.789572,4575.105512,4626.859808,5207.795999999999,6111.332411,7354.953605,7761.646191,7674.83535,7950.695378,7931.080476,7686.25603,7644.548656999999,7629.891117,7801.178658,8024.803271,7784.316856999999
Liberia,306.8328947,306.71035539999997,306.473737,243.0893405,286.0649989,294.8930368,336.1156743,396.60176129999996,478.3999379,470.94761960000005,513.4456986,596.8970811,657.9362563,721.9300553999999,721.1827948,710.3838577,714.6233922,698.7017643999999,677.3221785000001,621.8929536
Libya,7142.774452,6266.490972,3703.048308,4673.143913,5800.5979689999995,8163.010778,9336.356670000001,11300.191340000001,14382.57629,10275.26656,12064.780690000001,5554.179164,13025.28139,10363.789490000001,6466.91027,4337.919139,4035.1943159999996,5756.69845,7877.122251000001,7683.750611
St. Lucia,5950.3511960000005,5642.92727,5646.456535,6150.921369,6591.849178,6948.821454000001,7669.074351,7970.035701000001,8456.694631999999,8137.845494,8540.414378,8983.436673,9086.799462,9378.562363,9843.915819,10093.89976,10361.8141,11047.44499,11357.889009999999,11611.41545
Latin America & Caribbean,4394.933601,4239.883339999999,3753.0974579999997,3784.2790630000004,4305.82904,5141.974235000001,5952.577109000001,6928.701379000001,7958.466415999999,7393.212514,9065.807546,10193.857240000001,10186.95946,10326.13436,10417.35374,8870.63068,8577.358726,9432.971184999999,9081.194527,8847.43187
Least developed countries: UN classification,328.249892,305.88795310000006,323.993595,358.5640937,400.8328962,458.6473176,523.4365051,612.8754877,741.8521794,729.4826172999999,813.2670307999999,903.5097720000001,935.4819809,997.2093156,1053.028615,1014.3803730000001,978.7413075,1041.228276,1056.786187,1069.681699
Low income,323.8877867,294.8763841,308.66085469999996,329.46576980000003,372.603752,423.565554,483.99675830000007,576.3358212999999,679.0670705,679.5028861000001,734.2035212000001,773.2421812000001,790.4963907,845.7405124,883.9699919,860.5686206,774.5072735,779.6083179,781.5327819,779.8189412
Liechtenstein,74853.93873,74267.48649,79359.80467,89851.97716000001,100265.9551,105414.442,114390.5997,130655.63699999999,143255.9816,126082.4926,141200.38,158156.5998,149010.2249,173058.3174,178845.63100000002,167290.94,165629.1905,173356.0513,,
Sri Lanka,869.6965166000001,832.8034402000001,867.4912137,982.1956458999999,1065.784437,1248.698185,1435.817177,1630.3889060000001,2037.3221030000002,2090.4018260000003,2799.648876,3200.8338289999997,3350.5218760000002,3610.2893630000003,3819.2535299999995,3843.780672,3886.2915020000005,4077.043721,4080.567125,3853.083693
Lower middle income,565.8631216,565.0188354,587.1580695,657.9568703,749.6450025,859.901257,994.5662633,1198.987715,1321.381507,1311.8838150000001,1542.652453,1709.884166,1775.6242550000002,1843.3321429999999,1935.2398739999999,1886.7258940000002,1920.0476859999999,2034.8935809999998,2090.130109,2176.558227
Low & middle income,1188.611198,1184.774323,1191.595401,1322.836552,1547.9471740000001,1819.758841,2134.32103,2605.330277,3086.162478,2980.204428,3576.05292,4167.7108960000005,4393.63289,4593.900589,4709.48357,4415.522911,4380.328093,4749.356416,5001.970026,5080.365496
Lesotho,436.48835199999996,405.6053137,382.1901735,573.6537676,753.3807868,842.8130532,904.6034022,863.7796314999999,884.9626748,890.9963832999998,1137.275702,1308.6900660000001,1253.6962019999999,1193.713257,1223.333032,1152.139827,1043.569792,1150.079173,1221.883763,1157.5351640000001
Late-demographic dividend,1663.811967,1707.4007550000001,1796.7161449999999,2034.476639,2430.62412,2915.184504,3495.979211,4377.57265,5408.660898,5194.140284,6192.389209,7502.030598,7978.5853560000005,8548.159629,8818.869795999999,8218.384972,8187.213159999999,9031.340769,9840.781998,10000.48201
Lithuania,3297.354701,3530.147337,4146.9879280000005,5505.535669,6706.966998,7863.162009000001,9240.642548,12297.91535,14961.568180000002,11837.391029999999,11957.084209999999,14354.188380000001,14339.287869999998,15702.143059999999,16548.40641,14249.114969999999,14999.479640000001,16882.63947,19080.61737,19455.454130000002
Luxembourg,48735.99549,48179.42085,52930.64115,65445.88503,75716.35108,80289.69641,89739.7117,106018.4928,114293.8433,103198.6693,104965.3061,115761.5077,106749.0136,113625.1329,118823.6484,101376.4966,104278.391,107627.151,116654.2611,114704.5942
Latvia,3351.230706,3566.1711189999996,4125.210034000001,5127.593575,6343.143526,7552.873893999999,9663.373451000001,14042.462419999998,16376.99836,12257.21657,11348.40623,13832.39118,13850.64282,15041.17446,15740.32675,13698.93795,14153.41492,15586.581890000001,17805.28031,17836.36489
"Macao SAR, China",15710.086930000001,15552.950380000002,16315.363630000002,17808.90151,22446.336369999997,25043.01895,29950.773110000002,36352.91846,40597.55748,40796.96183,52253.15531,66644.38534,76291.84749,89287.45402,93777.1068,75340.98698,74061.08602999999,81516.67492,87208.53591,84096.39631
St. Martin (French part),,,,,,,,,,,,,,,,,,,,
Morocco,1334.943051,1339.293577,1416.488158,1725.458038,1952.90183,2018.025743,2196.01219,2499.2599379999997,2890.360083,2866.924199,2839.9251679999998,3046.9491359999997,2912.658275,3121.681176,3171.699192,2875.257985,2896.720003,3036.325255,3222.200634,3204.095003
Monaco,82367.99128,83734.77997999999,90501.3418,108627.3057,123519.806,124193.6056,134044.7012,169961.3839,185721.7942,154762.1994,150725.1941,169020.8878,157515.8991,177664.1156,189422.2188,166011.5091,170028.6557,167517.0597,185829.018,
Moldova,440.6720307,507.5576584,570.9726454,682.5255087999999,897.4499588,1034.707058,1183.379211,1531.6854759999999,2111.201495,1899.0101170000003,2437.529978,2942.255949,3045.739874,3322.038436,3328.801449,2732.457113,2880.439281,3509.69345,4233.999556000001,4498.52085
Madagascar,293.60715739999995,334.44163829999997,319.216474,368.7971942,284.48764639999996,319.5374402,338.7511265,438.65529010000006,536.3514594999999,467.5397549,471.95919699999996,531.2655718000001,518.1529543,541.0662,530.8613456999999,467.2353994,475.9554172,515.2927248999999,527.5013261,522.2198092
Maldives,2234.579866,3039.334623,3049.197616,3475.9833049999997,3941.431136,3639.966576,4809.963115,5574.451876,6614.159147,6636.412415999999,7076.662423000001,7291.427640000001,7265.613656,7928.457365,8499.365762000001,9033.390413,9209.288625,9540.634349,10330.615609999999,10790.500240000001
Middle East & North Africa,3066.34667,3020.652289,2953.134791,3265.2257670000004,3738.4254170000004,4410.601214,5056.227604,5868.756017000001,7177.970224,6274.4023990000005,7169.344653,8324.984473,8894.861579,8652.347581999999,8537.258823999999,7371.998334999999,7265.221145999999,7411.423129000001,8049.979551,8104.501888
Mexico,7157.8145,7544.568648,7593.137793000001,7075.369643000001,7484.486542000001,8277.671251,9068.294387,9642.680605,10016.5713,8002.972106,9271.398233,10203.42085,10241.727920000001,10725.18332,10922.37605,9605.952351,8739.756043000001,9278.418168,9673.443674,9863.072699
Marshall Islands,2272.722795,2388.549648,2515.5279739999996,2458.068318,2456.244952,2568.361142,2608.6054480000003,2745.438975,2726.097483,2698.179556,2876.994997,3083.83188,3224.338382,3296.698163,3230.02326,3213.8372879999997,3473.7750060000003,3666.6953740000004,3788.1635939999996,
Middle income,1264.567026,1263.792712,1271.400459,1413.961834,1657.425946,1951.823525,2292.905302,2803.427178,3325.115449,3212.848716,3866.1938450000002,4517.714608,4770.005245,4991.390481,5121.3307939999995,4804.481578,4778.762823,5193.1639,5480.309215,5575.440915
North Macedonia,1854.1459559999998,1815.920091,1961.203736,2408.80011,2762.5603579999997,3037.75311,3325.635809,4036.2027700000003,4793.443668999999,4544.0088350000005,4542.899717,5063.786986,4698.141294,5210.67583,5468.480869,4840.273123,5129.15896,5430.87421,6062.942604,6093.14769
Mali,269.87113769999996,307.4369205,334.83652060000003,392.52475899999996,440.16844180000004,489.02106900000007,523.0386031,596.6901888,694.2776501,698.8989219,710.2742022000001,837.6034406,778.6192858,805.032838,848.302758,751.4786686000001,780.38787,830.5574088,900.1101645,890.7372855000001
Malta,10391.00432,10346.55337,11281.140309999999,13587.809269999998,15063.20518,15857.603159999999,16671.5672,19375.5696,21928.70067,20675.58259,21107.36443,22858.58609,21916.41159,23837.27999,26008.827719999997,24002.52329,25133.04565,27239.0701,30133.46617,29416.230610000002
Myanmar,190.6062319,137.1683267,142.08226519999997,217.39041890000001,217.59428259999999,244.88234989999998,294.1631813,406.7286892,638.1490599,734.4460067000001,979.05163,1176.2424529999998,1165.7943289999998,1162.33144,1251.820765,1287.4304869999999,1266.546338,1291.5424130000001,1418.177623,1407.813143
Middle East & North Africa (excluding high income),1617.711922,1644.650416,1568.858242,1739.207831,1980.939357,2293.032787,2617.81523,3179.414991,3867.5114310000004,3666.5978979999995,4157.898814,4621.789588000001,5011.268306,4605.550672,4466.556485,3944.3492509999996,3928.7925880000003,3793.932018,,
Montenegro,1627.072633,1909.598702,2106.635068,2789.159065,3380.165121,3674.617924,4425.678873,5976.394145,7367.7519090000005,6727.107767,6682.281158,7318.74469,6586.721279,7189.293287,7388.1477939999995,6517.163752,7033.604898999999,7803.411137,8850.092733,8832.036836
Mongolia,474.21689649999996,524.0553079,571.5926394999999,646.1932562999999,797.9786852999999,998.8313648,1334.211681,1632.726952,2136.5632140000002,1714.360545,2643.292914,3757.5586329999996,4351.88692,4366.075901,4158.525715,3918.5791740000004,3660.1507460000003,3669.41754,4134.987198,4295.235025
Northern Mariana Islands,,,21978.774390000002,21381.607330000003,21136.847990000002,18764.811999999998,17715.90136,16986.90668,17189.93135,14669.7913,14804.24673,13571.058280000001,13827.7697,14274.24065,15278.90787,16690.5701,22246.74308,28305.222589999998,23258.67586,
Mozambique,313.5680341,291.467739,299.6830541,323.52258870000003,381.1565927,415.348291,434.0340288,480.9335201,564.4794877,519.7604047,471.1816926,594.5864667000001,657.6453378,664.0782118,673.9699555,589.8590281,428.926488,461.41509410000003,498.95722019999994,491.80472310000005
Mauritania,676.5676584,646.116311,639.6671223999999,717.9003701,803.7776421,970.8436447999999,1288.144297,1351.456842,1558.889743,1392.464144,1610.923908,1879.771427,1815.219429,1892.095487,1677.108166,1524.072883,1536.85415,1578.114174,1600.876469,1677.919253
Mauritius,3929.0754950000005,3856.6252270000005,4018.9488969999998,4793.7181789999995,5388.065784,5282.906022,5695.969327000001,6574.654338,8030.063005,7318.12641,8000.376431999999,9197.026972,9291.227619,9637.00265,10153.93822,9260.447303,9681.618567,10484.90836,11208.22737,11203.540579999999
Malawi,156.3857186,150.1489558,298.43338489999996,267.3990565,282.56708460000004,289.55516889999996,308.1634757,332.25914439999997,387.6059753,438.2120429,478.6685897,534.9512647,391.56183239999996,348.43026960000003,371.2697496,380.59703310000003,315.7773264,356.7175732,381.2589876,411.5523404
Malaysia,4043.662051,3913.4287259999996,4165.726104,4461.8476869999995,4952.212975,5587.02565,6209.124508,7243.455987,8474.586829,7292.494447,9040.566251,10399.37275,10817.44287,10970.12328,11319.079759999999,9955.242127,9817.740861,10254.23402,11373.233,11414.83766
North America,35147.87659,35822.80361,36666.270319999996,38391.00675,40766.67325,43349.0056,45724.25136,47646.43886,48215.111789999995,46483.025089999996,48374.0946,50111.9823,51723.225660000004,53077.24208,54637.83259,55502.6915,56364.85516,58467.97381,61163.83877,63181.79576
Namibia,2136.440243,1906.292604,1769.1759100000002,2560.774036,3396.911932,3674.002201,3974.522425,4356.244511999999,4153.247938,4265.258745,5318.00694,5723.32549,5942.273788,5377.7273270000005,5435.171911,4869.378406,4523.09127,5303.309133,5495.428836,4957.458006
New Caledonia,12579.59511,,,,,,,,,,,,,,,,,,,
Niger,197.5244629,208.0676622,227.1362787,267.8532881,285.09509069999996,321.0898362,335.34143789999996,387.7808911,473.4146716,459.4241732,473.29987750000004,508.39656809999997,526.3509656,548.8929548,562.1218446,483.33928219999996,494.7187135,516.8882472,571.5269922,554.6009687000001
Nigeria,567.930736,590.3818150000001,741.7475112000001,795.3862467,1007.8743279999999,1268.383443,1656.424759,1883.461311,2242.871886,1891.33537,2292.4451559999998,2520.404166,2746.991789,2998.072843,3222.693537,2730.430324,2175.99967,1968.5595879999998,2032.729709,2229.8586960000002
Nicaragua,1007.5014289999999,1034.551588,1000.935948,1005.732473,1080.268112,1162.290113,1226.642974,1327.959699,1499.258678,1444.372527,1503.870423,1655.8018240000001,1760.454387,1811.639193,1934.0695079999998,2049.84969,2107.56718,2159.163079,2020.5470280000002,1912.9037449999998
Netherlands,26149.41108,26873.27593,29204.03983,35672.2066,40362.39478,41979.05585,44863.35063,51733.44213,57644.47997000001,52514.02712,50950.03434,54159.34661,50073.00566,52184.06185,52830.174230000004,45175.231889999995,46007.85292,48675.22234,53048.09621,52447.831439999994
Norway,38131.46061,38542.7151,43084.47247,50134.89077,57603.83602,66810.47852,74148.32007999999,85139.96045,96944.09561,79977.69708,87693.79007,100600.5624,101524.1419,102913.4508,97019.18275,74355.51586,70459.1825,75496.75406,81734.46557,75419.63487000001
Nepal,229.4902871,246.725629,244.72082369999998,252.40243230000004,286.15759380000003,315.80563,346.9452514,391.3801314,470.45554730000003,478.1731816000001,592.4010975,699.4293377,698.4664794,715.923743,743.4133813,792.5528906000001,777.1475955,911.4442664999999,1038.6516470000001,1071.050761
Nauru,,,,,,,,,,,4754.0750020000005,6568.102582,9429.633377,9101.91698,8829.356719,6956.253801000001,7670.116404,8510.868408,9762.389302,9396.981967
New Zealand,13641.102719999999,13882.85683,16874.18749,21913.708169999998,25420.23488,27751.065469999998,26671.32942,32511.12666,31290.25372,28205.732839999997,33700.126039999996,38437.54316,39982.7543,42962.98821,44553.282210000005,38615.99518,40105.61339,42849.42632,42949.93058,42084.35337
OECD members,22976.91686,22603.74724,23405.56163,26000.13855,28737.008380000003,30183.4631,31617.09984,34347.42894,36112.35518,33569.301289999996,34983.487389999995,37434.520019999996,37184.8135,37447.50456,37980.486110000005,35605.23919,36030.91319,37370.048989999996,39261.409510000005,39399.049230000004
Oman,8601.25417,8475.964136,8626.984097,9066.347498000001,10126.1161,12377.068070000001,14420.51706,15838.46561,22139.64041,16823.77165,18756.97925,20921.14598,21902.58136,20926.55405,20131.916719999997,16028.75136,14618.875380000001,15130.94374,16414.88802,15474.032480000002
Other small states,4363.711976,4268.064904999999,4528.323401,5539.430641,6745.478687999999,8000.601109,9167.812012,10943.394390000001,13026.796409999999,10900.47631,12366.33726,14891.41211,15211.576980000002,15541.896480000001,15741.33979,12793.93105,12385.06369,13404.409740000001,14632.39859,13981.58378
Pakistan,576.1956006,544.4942738,534.3038828,599.3763227000001,687.8364171000001,748.9225845999999,836.8605211,908.0950905999999,990.8465996,957.9956808000001,987.4097230000001,1164.976129,1198.109001,1208.90431,1251.164104,1356.667756,1368.454326,1464.993305,1482.305667,1284.702041
Panama,4060.324493,4046.4199810000005,4126.241558,4267.303325,4592.152614,4916.914994,5348.895292,6166.180721,7154.274495999999,7576.140467,8082.028459,9358.251475,10722.28363,11889.127629999999,12796.07004,13630.307969999998,14343.963630000002,15150.34561,15592.573680000001,15731.01603
Peru,1955.588006,1941.4756320000001,2021.2397399999998,2145.6431829999997,2417.0355010000003,2729.498682,3154.3312370000003,3606.070435,4220.616969,4196.312793,5082.354757,5869.32308,6528.972218,6756.752769,6672.880255,6229.101696,6204.99726,6710.508029,6941.235848,6977.6957840000005
Philippines,1072.809064,990.5638962000002,1036.159313,1048.008192,1121.489632,1244.349041,1452.438656,1744.6403129999999,1991.2315420000002,1905.894711,2217.474009,2450.733656,2694.305473,2871.430902,2959.648452,3001.040371,3073.6536149999997,3123.2342289999997,3252.0923239999997,3485.084218
Palau,7647.929861,8085.066543000001,8302.011509,7762.224242,8299.496653,9325.554825,9673.945752,10159.21808,10587.27545,10028.40033,10219.9276,10884.41251,11967.30726,12688.19721,13794.791780000001,15871.842630000001,16932.33286,16078.26819,15859.43486,
Papua New Guinea,602.1869022999999,515.6846078,491.83430810000004,568.2464399,618.0368977,749.1863962,1256.978891,1401.947182,1672.9507839999999,1626.312399,1949.352518,2406.909679,2790.676669,2729.891906,2920.7837210000002,2679.3455879999997,2509.631457,2695.251883,2720.385245,2845.180186
Poland,4492.727604,4981.198619,5196.9329210000005,5693.377763,6681.178818,8020.963164,9038.654806999999,11255.37983,14001.38156,11527.53442,12599.53358,13893.509259999999,13145.53926,13781.062609999999,14347.91458,12572.4266,12431.81589,13861.30936,15460.64428,15595.227030000002
Pre-demographic dividend,442.7386518999999,425.7861431,491.46104389999994,544.0369149,644.6740871000001,780.2501304,960.2702157,1129.47229,1383.065088,1220.217609,1396.887209,1575.221066,1678.432495,1791.2654899999998,1856.5260050000002,1589.453392,1398.969415,1414.800843,1449.0345109999998,1472.3854019999999
Puerto Rico,16192.12697,18123.1987,18731.45939,19557.12025,20988.99233,21959.3227,22935.94116,23664.88235,24898.334590000002,25768.72589,26435.74879,27278.88305,27944.733889999996,28513.165739999997,28981.45733,29763.4883,30627.1634,31108.75275,31621.89347,32873.71927
"Korea, Dem. People’s Rep.",,,,,,,,,,,,,,,,,,,,
Portugal,11497.75346,11724.6115,12875.32079,15762.97579,18031.00042,18773.12536,19822.84603,22782.09462,24847.545140000002,23059.79745,22498.69086,23186.91313,20564.88986,21647.04181,22074.30076,19242.366469999997,19978.40121,21490.42986,23461.57186,23145.04082
Paraguay,1663.605252,1565.053712,1300.851426,1365.416418,1679.497171,1843.633791,2271.090038,2976.825503,4041.5838759999997,3624.571058,4355.934939,5322.963760000001,5183.082877000001,5926.8328630000005,6102.943233,5406.703857,5319.410218,5680.580768,5805.6756159999995,5414.799138
West Bank and Gaza,1476.17185,1335.553195,1156.2174730000002,1257.69857,1337.565724,1455.187875,1441.4617,1575.5634,1857.8905149999998,1970.182963,2354.125987,2695.193853,2834.021525,3060.312389,3046.821798,2967.8517469999997,3074.291152,3254.4858870000003,3198.866644,
Pacific island small states,1765.114099,1710.63837,1779.138499,2058.5583070000002,2348.481438,2551.1755559999997,2647.0440989999997,2879.026928,3032.336641,2652.479604,2905.02252,3401.3186100000003,3568.80296,3654.826603,3919.673053,3776.1994210000003,3899.5806270000003,4132.18527,4223.9584159999995,4192.973761
Post-demographic dividend,25755.240569999998,25398.32977,26354.277169999998,29410.4894,32511.38606,34054.572980000004,35653.006239999995,38685.96018,40642.36723,38101.47888,39558.90854,42364.22576,42149.35382,42388.85788,43064.32042,40584.26096,41289.581439999994,42879.59117,45243.53343,45530.24815
French Polynesia,14323.820819999999,,,,,,,,,,,,,,,,,,,
